symbol,name,lastsale,marketcap,adr_tso,ipoyear,sector,industry,summary_quote,serialid
FRP,FairPoint Communications Inc.,16.25,442767341.25,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/frp,967
FALC,FalconStor Software Inc.,0.375,16557937.125,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/falc,968
DAVE,Famous Dave&#39;s of America Inc.,4.4,30613563.2,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dave,969
FANH,Fanhua Inc.,8.1,296040776.4,36548244,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fanh,970
FARM,Farmer Brothers Company,34,571989684,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/farm,971
FFKT,Farmers Capital Bank Corporation,41.75,313626083.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt,972
FMNB,Farmers National Banc Corp.,14.6,395172257.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmnb,973
FARO,FARO Technologies Inc.,36.15,603409112.25,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/faro,974
FAST,Fastenal Company,45.68,13213576048.32,n/a,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fast,975
FATE,Fate Therapeutics Inc.,4.34,179617436.04,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fate,976
FBSS,Fauquier Bankshares Inc.,18.8,70860978.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbss,977
FBRC,FBR & Co,16.95,120329982.3,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fbrc,978
FNHC,Federated National Holding Company,15.5,214730397,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc,979
FHCO,Female Health Company (The),1,31338249,n/a,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/fhco,980
FENX,Fenix Parts Inc.,0.9001,18129761.0941,n/a,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/fenx,981
GSM,Ferroglobe PLC,8.91,1532045373.21,n/a,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gsm,982
FCSC,Fibrocell Science Inc,1.83,26891989.08,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fcsc,983
FGEN,FibroGen Inc,28.05,1809912786,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fgen,984
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,240.39,793287000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oneq,985
LION,Fidelity Southern Corporation,22.76,599835020.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion,986
FDUS,Fidus Investment Corporation,16.77,376420694.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdus,987
FRGI,Fiesta Restaurant Group Inc.,24.3,653305305.6,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frgi,988
FSAM,Fifth Street Asset Management Inc.,4.65,231858783.6,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/fsam,989
FSC,Fifth Street Finance Corp.,4.4,620226864.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsc,990
FSCFL,Fifth Street Finance Corp.,25.45,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fscfl,991
FSFR,Fifth Street Senior Floating Rate Corp.,7.99,235439476.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsfr,992
FITB,Fifth Third Bancorp,24.8,18615412629.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitb,993
FITBI,Fifth Third Bancorp,28.88,519840000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitbi,994
FNGN,Financial Engines Inc.,40,2512181760,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/fngn,995
FISI,Financial Institutions Inc.,33.35,484569330.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi,996
FNSR,Finisar Corporation,23.79,2649913906.38,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/fnsr,997
FNJN,Finjan Holdings Inc.,1.72,39799451.52,n/a,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/fnjn,998
FNTE,FinTech Acquisition Corp. II,9.77,233437863.41,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/fnte,999
FNTEU,FinTech Acquisition Corp. II,10.317,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/fnteu,1000
FNTEW,FinTech Acquisition Corp. II,1.2,0,n/a,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/fntew,1001
FEYE,FireEye Inc.,14.82,2635837272.12,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/feye,1002
FBNC,First Bancorp,29.97,738762777.72,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc,1003
FNLC,First Bancorp Inc (ME),26.71,288880535.95,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc,1004
FRBA,First Bank,12.25,140222797.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frba,1005
BUSE,First Busey Corporation,30.17,1153502703.78,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/buse,1006
FBIZ,First Business Financial Services Inc.,24.9,217085844.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz,1007
FCAP,First Capital Inc.,33,110139216,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fcap,1008
FCFS,First Cash Inc.,53.3,2574506833.6,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs,1009
FCNCA,First Citizens BancShares Inc.,351.65,4223458918.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcnca,1010
FCBC,First Community Bancshares Inc.,26.99,458684685.84,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc,1011
FCCO,First Community Corporation,20.65,138267299.45,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcco,1012
FCFP,First Community Financial Partners Inc.,13.1,232851006.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcfp,1013
FBNK,First Connecticut Bancorp Inc.,26.4,420380769.6,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/fbnk,1014
FDEF,First Defiance Financial Corp.,54.82,556165510.46,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef,1015
FFBC,First Financial Bancorp.,27.85,1730439837.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbc,1016
FFBCW,First Financial Bancorp.,17.469,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffbcw,1017
FFIN,First Financial Bankshares Inc.,40.2,2658499646.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffin,1018
THFF,First Financial Corporation Indiana,48.1,587962375,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff,1019
FFNW,First Financial Northwest Inc.,15.52,171275476.32,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffnw,1020
FFWM,First Foundation Inc.,16.35,539674178.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffwm,1021
FGBI,First Guaranty Bancshares Inc.,25.52,194186630.88,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fgbi,1022
FHB,First Hawaiian Inc.,29.69,4143138999.35,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fhb,1023
INBK,First Internet Bancorp,28.2,183234068.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk,1024
INBKL,First Internet Bancorp,26.06,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbkl,1025
FIBK,First Interstate BancSystem Inc.,38.75,1749330000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fibk,1026
FRME,First Merchants Corporation,41.6,1707577788.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frme,1027
FMBH,First Mid-Illinois Bancshares Inc.,34.08,425303370.72,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbh,1028
FMBI,First Midwest Bancorp Inc.,23.2,2385894171.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbi,1029
FNBC,First NBC Bank Holding Company,0.2683,5159653.4213,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnbc,1030
FNWB,First Northwest Bancorp,16.77,203821674.42,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/fnwb,1031
FSFG,First Savings Financial Group Inc.,49.935,111058036.62,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fsfg,1032
FSLR,First Solar Inc.,34.54,3601629348.24,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/fslr,1033
FSBK,First South Bancorp Inc,13.53,128538598.98,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fsbk,1034
FAAR,First Trust Alternative Absolute Return Strategy ETF,29.1238,4368628.2476,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faar,1035
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,30.6684,39868981.3368,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpa,1036
BICK,First Trust BICK Index Fund,24.4677,8563743.9354,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bick,1037
FBZ,First Trust Brazil AlphaDEX Fund,15.36,151296030.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fbz,1038
FCAN,First Trust Canada AlphaDEX Fund,22.504,6751245.008,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcan,1039
FTCS,First Trust Capital Strength ETF,45.13,419709090.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftcs,1040
FCEF,First Trust CEF Income Opportunity ETF,21.344,24652320,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcef,1041
FCA,First Trust China AlphaDEX Fund,21.51,4302043.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fca,1042
SKYY,First Trust Cloud Computing ETF,39.7,857520079.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skyy,1043
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,54.32,274424640,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdt,1044
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,36.89,7378073.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdts,1045
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,22.87,297310045.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fvc,1046
FV,First Trust Dorsey Wright Focus 5 ETF,24.57,2504911549.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fv,1047
IFV,First Trust Dorsey Wright International Focus 5 ETF,19.76,582920039.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifv,1048
FEM,First Trust Emerging Markets AlphaDEX Fund,22.32,257796044.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fem,1049
FEMB,First Trust Emerging Markets Local Currency Bond ETF,42.04,37836084.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/femb,1050
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,36.32,168888072.64,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fems,1051
FTSM,First Trust Enhanced Short Maturity ETF,59.98,791719445.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsm,1052
FEP,First Trust Europe AlphaDEX Fund,34.99,341152569.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fep,1053
FEUZ,First Trust Eurozone AlphaDEX ETF,39.14,7828078.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feuz,1054
FGM,First Trust Germany AlphaDEX Fund,42.89,162982085.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fgm,1055
FTGC,First Trust Global Tactical Commodity Strategy Fund,19.75,118565846.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftgc,1056
FTHI,First Trust High Income ETF,21.3516,46422670.0716,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fthi,1057
HYLS,First Trust High Yield Long/Short ETF,49.05,1201725098.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyls,1058
FHK,First Trust Hong Kong AlphaDEX Fund,36.64,9160073.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhk,1059
FTAG,First Trust Indxx Global Agriculture ETF,24.78,7184415.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftag,1060
FTRI,First Trust Indxx Global Natural Resources Income ETF,11.36,9656022.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftri,1061
FPXI,First Trust International IPO ETF,30.0611,1503115.1222,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fpxi,1062
YDIV,First Trust International Multi-Asset Diversified Income Index,17.33,9531534.66,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ydiv,1063
FJP,First Trust Japan AlphaDEX Fund,52.12,57332104.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fjp,1064
FEX,First Trust Large Cap Core AlphaDEX Fund,52.22,1616209104.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fex,1065
FTC,First Trust Large Cap Growth AlphaDEX Fund,53.5535,634609082.107,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftc,1066
FTA,First Trust Large Cap Value AlphaDEX Fund,49.56,1025892099.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fta,1067
FLN,First Trust Latin America AlphaDEX Fund,19.98,159840039.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fln,1068
FTLB,First Trust Low Beta Income ETF,21.086,5271542.172,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftlb,1069
LMBS,First Trust Low Duration Opportunities ETF,52.19,508852604.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lmbs,1070
FMB,First Trust Managed Municipal ETF,52.18,127841104.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmb,1071
FMK,First Trust Mega Cap AlphaDEX Fund,29.4214,14710758.8428,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmk,1072
FNX,First Trust Mid Cap Core AlphaDEX Fund,58.98,704811117.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnx,1073
FNY,First Trust Mid Cap Growth AlphaDEX Fund,34.18,99122068.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fny,1074
FNK,First Trust Mid Cap Value AlphaDEX Fund,33.35,60030066.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnk,1075
FAD,First Trust Multi Cap Growth AlphaDEX Fund,57.045,96976614.09,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fad,1076
FAB,First Trust Multi Cap Value AlphaDEX Fund,51.895,111574353.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fab,1077
MDIV,First Trust Multi-Asset Diversified Income Index Fund,19.41,882184538.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdiv,1078
MCEF,First Trust Municipal CEF Income Opportunity ETF,18.7949,12216722.5898,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcef,1079
QABA,First Trust NASDAQ ABA Community Bank Index Fund,50.95,402505101.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qaba,1080
FTXO,First Trust Nasdaq Bank ETF,26.04,1018164052.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxo,1081
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,17.0525,57125909.105,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qcln,1082
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,44.35,22175088.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grid,1083
CIBR,First Trust NASDAQ Cybersecurity ETF,21.89,222183543.78,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cibr,1084
FTXG,First Trust Nasdaq Food & Beverage ETF,20.1813,5045365.3626,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxg,1085
CARZ,First Trust NASDAQ Global Auto Index Fund,36.425,18212572.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/carz,1086
FTXN,First Trust Nasdaq Oil & Gas ETF,18.99,1899037.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxn,1087
FTXH,First Trust Nasdaq Pharmaceuticals ETF,19.96,1996039.92,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxh,1088
FTXD,First Trust Nasdaq Retail ETF,20.01,2001040.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxd,1089
FTXL,First Trust Nasdaq Semiconductor ETF,25,15000050,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxl,1090
FONE,First Trust NASDAQ Smartphone Index Fund,47.09,11772594.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fone,1091
TDIV,First Trust NASDAQ Technology Dividend Index Fund,31.92,713571600,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tdiv,1092
FTXR,First Trust Nasdaq Transportation ETF,23.25,2325046.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftxr,1093
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,52.8,514800105.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqew,1094
NCIT,NCI Inc.,14.8,200375675.6,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ncit,1095
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,45.517,102413341.034,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqxt,1096
QTEC,First Trust NASDAQ-100- Technology Index Fund,62.06,2007641124.12,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qtec,1097
AIRR,First Trust RBA American Industrial Renaissance ETF,24.36,204624048.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/airr,1098
QINC,First Trust RBA Quality Income ETF,23.47,25817046.94,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qinc,1099
RDVY,First Trust Rising Dividend Achievers ETF,27.05,179882554.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdvy,1100
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,55.466,13866610.932,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfap,1101
RFDI,First Trust RiverFront Dynamic Developed International ETF,59.99,131978119.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfdi,1102
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,60.42,24168120.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfem,1103
RFEU,First Trust RiverFront Dynamic Europe ETF,61.77,43239123.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfeu,1104
FTSL,First Trust Senior Loan Fund ETF,48.51,1241856097.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftsl,1105
FYX,First Trust Small Cap Core AlphaDEX Fund,54.99,486661609.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyx,1106
FYC,First Trust Small Cap Growth AlphaDEX Fund,37.31,98871574.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyc,1107
FYT,First Trust Small Cap Value AlphaDEX Fund,34.29,68580068.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyt,1108
FKO,First Trust South Korea AlphaDEX Fund,24.677,4935449.354,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fko,1109
FCVT,First Trust SSI Strategic Convertible Securities ETF,27.19,32628054.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fcvt,1110
FDIV,First Trust Strategic Income ETF,50.75,101500101.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fdiv,1111
FSZ,First Trust Switzerland AlphaDEX Fund,48.695,175302097.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsz,1112
FTW,First Trust Taiwan AlphaDEX Fund,34.996,3499669.992,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ftw,1113
FIXD,First Trust TCW Opportunistic Fixed Income ETF,50.4856,50485700.9712,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fixd,1114
TUSA,First Trust Total US Market AlphaDEX ETF,29.27,10244558.54,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tusa,1115
FKU,First Trust United Kingdom AlphaDEX Fund,37.22,27915074.44,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fku,1116
FUNC,First United Corporation,14.2,100147346,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/func,1117
FUSB,First US Bancshares Inc.,11.7,70846928.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fusb,1118
SVVC,Firsthand Technology Value Fund Inc.,8.32,61823399.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/svvc,1119
FSV,FirstService Corporation,62.46,2159499347.82,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/fsv,1120
FISV,Fiserv Inc.,120,25485357720,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/fisv,1121
FIVE,Five Below Inc.,51.15,2809689295.05,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/five,1122
FPRX,Five Prime Therapeutics Inc.,29.79,856973994.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/fprx,1123
FVE,Five Star Senior Living Inc.,1.9,94992270.8,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fve,1124
FIVN,Five9 Inc.,20.57,1119863958.84,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/fivn,1125
FLEX,Flex Ltd.,15.16,8113949783.92,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/flex,1126
FLKS,Flex Pharma Inc.,3.46,62178241.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flks,1127
FLXN,Flexion Therapeutics Inc.,18.57,589740340.44,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/flxn,1128
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,50.45,40360050.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/skor,1129
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,51.32,10264051.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lkor,1130
MBSD,FlexShares Disciplined Duration MBS Index Fund,24.0791,36118674.0791,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbsd,1131
ASET,FlexShares Real Assets Allocation Index Fund,26.9801,2698036.9801,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aset,1132
ESGG,FlexShares STOXX Global ESG Impact Index Fund,85.1799,8518075.1799,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgg,1133
ESG,FlexShares STOXX US ESG Impact Index Fund,56.4286,8464346.4286,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esg,1134
